in1,in2,in3,in4,in5,in6,in7,out1,out2,out3,out4,out5,out6
0.196855257,0.219241287,0.683894859,0.618414074,0.140539505,0.506617174,0.305125047,316.4449257,513.2311729,36.52141848,0.506617174,0.140539505,0.305125047
0.188700938,0.157734765,0.522402989,0.271059568,0.880934934,0.435653987,0.925735496,194.870849,322.1387098,15.34475842,0.435653987,0.880934934,0.925735496
0.948915718,0.911634561,0.19509917,0.324289653,0.358340976,0.826583949,0.497276842,213.5013786,727.2823964,92.31706479,0.826583949,0.358340976,0.497276842
0.159316419,0.981505802,0.897424832,0.313097113,0.706771693,0.608183622,0.735650793,209.5839895,541.7541116,14.96445325,0.608183622,0.706771693,0.735650793
0.035634544,0.473753347,0.721305652,0.238397669,0.689324958,0.180820008,0.500888829,183.4391843,346.5458075,2.548557655,0.180820008,0.689324958,0.500888829
0.606001871,0.66964767,0.172618154,0.958138478,0.301563671,0.791950373,0.248112658,435.3484674,897.9816243,174.1901131,0.791950373,0.301563671,0.248112658
0.140810255,0.074422375,0.797453683,0.998859709,0.425499696,0.051755729,0.818026681,449.6008983,653.2380124,42.19490719,0.051755729,0.425499696,0.818026681
0.536952418,0.117246625,0.567577938,0.898079415,0.866609633,0.282519675,0.8107333,414.3277952,712.589468,144.6677739,0.282519675,0.866609633,0.8107333
0.53813266,0.481070853,0.206844948,0.776628423,0.022740987,0.350702743,0.471275359,371.819948,743.1150895,125.3787357,0.350702743,0.022740987,0.471275359
0.361743525,0.782160759,0.890223277,0.29504303,0.193758781,0.090449367,0.51651227,203.2650606,533.4975863,32.01897178,0.090449367,0.193758781,0.51651227
0.270843441,0.462256546,0.390186956,0.703394753,0.476679116,0.660207515,0.209015117,346.1881636,634.9723733,57.15295658,0.660207515,0.476679116,0.209015117
0.400925895,0.859521834,0.300241725,0.07811364,0.183197692,0.016834102,0.274919915,127.3397741,454.1687524,9.39533436,0.016834102,0.183197692,0.274919915
0.912313421,0.932403908,0.968654627,0.741590881,0.555183503,0.403047843,0.988624607,359.5568083,931.9747726,202.9689941,0.403047843,0.555183503,0.988624607
0.768569391,0.912383063,0.452859661,0.425979002,0.596624945,0.281009743,0.723498511,249.0926506,733.2276143,98.21832654,0.281009743,0.596624945,0.723498511
0.120882557,0.010231703,0.410475424,0.176075997,0.459281736,0.367995044,0.267460642,161.626599,220.8165637,6.385355029,0.367995044,0.459281736,0.267460642
0.154860347,0.159595954,0.909697683,0.896647045,0.395372707,0.576853566,0.878290644,413.8264658,626.9375979,41.6565218,0.576853566,0.395372707,0.878290644
0.013094326,0.699481344,0.631171344,0.687157752,0.054403833,0.623736405,0.872174745,340.5052131,621.7227934,2.699360249,0.623736405,0.054403833,0.872174745
0.875910431,0.851645757,0.603509129,0.378464477,0.469616509,0.436216365,0.45585904,232.4625668,721.1212854,99.45029487,0.436216365,0.469616509,0.45585904
0.724889755,0.997719983,0.655269103,0.942648337,0.411648927,0.419930569,0.15425978,429.9269181,1001.976603,204.9948366,0.419930569,0.411648927,0.15425978
0.283288358,0.407472163,0.361056489,0.436426561,0.43847473,0.277030946,0.704745505,252.7492962,490.9034106,37.09036917,0.277030946,0.43847473,0.704745505
0.455138488,0.434638812,0.488947687,0.145966541,0.984611897,0.513706312,0.27762381,151.0882894,395.4275956,19.93049726,0.513706312,0.984611897,0.27762381
0.128522296,0.139316862,0.356353394,0.350328782,0.342315266,0.523151319,0.210840121,222.6150738,342.1241807,13.50751788,0.523151319,0.342315266,0.210840121
0.11890906,0.228018009,0.527762969,0.589934667,0.940399194,0.745868732,0.57093279,306.4771335,481.699101,21.04457309,0.745868732,0.940399194,0.57093279
0.717925048,0.135110931,0.75530605,0.31063605,0.031133113,0.522262975,0.584500447,208.7226175,468.5770196,66.90402028,0.522262975,0.031133113,0.584500447
0.805850691,0.656261952,0.888873484,0.199726318,0.658617331,0.52212133,0.938427919,169.9042112,565.3913197,48.28487734,0.52212133,0.658617331,0.938427919
0.049562404,0.745340991,0.943024316,0.070260512,0.506919304,0.080192198,0.964716113,124.5911792,333.8561047,1.044683965,0.080192198,0.506919304,0.964716113
0.05726989,0.465599427,0.358027738,0.761350143,0.609658251,0.619311352,0.938679348,366.4725499,611.3924005,13.08073157,0.619311352,0.609658251,0.938679348
0.523243164,0.81439962,0.004318326,0.152959931,0.158699779,0.962713981,0.180865938,153.535976,510.8906616,24.01057152,0.962713981,0.158699779,0.180865938
0.124504954,0.366777305,0.268446068,0.307337365,0.633310981,0.965563725,0.164982868,207.5680778,376.4892472,11.47950733,0.965563725,0.633310981,0.164982868
0.470323511,0.145900224,0.277460381,0.859061825,0.868195536,0.332857063,0.760533286,400.6716386,683.5868459,121.211092,0.332857063,0.868195536,0.760533286
0.437129123,0.852361789,0.483290705,0.097490269,0.970703134,0.79524982,0.803369811,134.1215943,471.1178626,12.78475079,0.79524982,0.970703134,0.803369811
0.746578775,0.98041854,0.613888448,0.658702272,0.177436889,0.386344701,0.547902319,330.5457951,861.1004648,147.5319406,0.386344701,0.177436889,0.547902319
0.44167616,0.439787619,0.069270748,0.246187252,0.816633697,0.699742188,0.592933315,186.1655383,443.4595708,32.62051208,0.699742188,0.816633697,0.592933315
0.402956066,0.028250333,0.912477333,0.81908,0.39252503,0.161830516,0.882704982,386.678,617.3415998,99.01597642,0.161830516,0.39252503,0.882704982
0.481254316,0.874751911,0.063006779,0.131252308,0.15946786,0.667779808,0.822640753,145.9383077,504.6277106,18.94972186,0.667779808,0.15946786,0.822640753
0.11752065,0.828683967,0.624010827,0.524006296,0.088022234,0.572802818,0.530605009,283.4022038,598.5543026,18.47446819,0.572802818,0.088022234,0.530605009
0.135978771,0.246390056,0.065297674,0.592758728,0.699218705,0.405784769,0.855099407,307.4655549,491.971571,24.18078108,0.405784769,0.699218705,0.855099407
0.703466478,0.706373927,0.952718011,0.458751612,0.702293919,0.729543364,0.951648909,260.5630643,681.8359076,96.81491435,0.729543364,0.702293919,0.951648909
0.313973988,0.550323124,0.563490538,0.542523417,0.78398394,0.131272167,0.865562715,289.8831959,587.3359863,51.10147216,0.131272167,0.78398394,0.865562715
0.293466745,0.20710604,0.007229159,0.711224021,0.483109851,0.307795103,0.929416549,348.9284073,580.7552068,62.61617953,0.307795103,0.483109851,0.929416549
0.094323325,0.221710995,0.103725765,0.96070468,0.843136921,0.891128022,0.702998252,436.246638,659.3609201,27.18505793,0.891128022,0.843136921,0.702998252
0.884900019,0.440681391,0.469789557,0.248303678,0.635456778,0.627254808,0.490270334,186.9062872,555.5471915,65.91717876,0.627254808,0.635456778,0.490270334
0.772921041,0.103347898,0.083183962,0.67391416,0.047531511,0.60825337,0.195843003,335.8699559,656.0243147,156.2647301,0.60825337,0.047531511,0.195843003
0.852335044,0.500397251,0.93735993,0.091243952,0.347041763,0.838823482,0.160845189,131.9353833,483.8050501,23.33112546,0.838823482,0.347041763,0.160845189
0.971642135,0.83801925,0.854818956,0.389379952,0.965743425,0.123497267,0.751222744,236.2829833,747.1053223,113.5013904,0.123497267,0.965743425,0.751222744
0.980311534,0.938667122,0.086652996,0.411513571,0.001676401,0.101287225,0.137433127,244.02975,785.5014498,121.0234501,0.101287225,0.001676401,0.137433127
0.570418256,0.152834502,0.956257398,0.884195597,0.162364409,0.79172085,0.828807954,409.468459,722.9109881,151.3083931,0.79172085,0.162364409,0.828807954
0.581774342,0.078537176,0.966411582,0.853718143,0.694420502,0.411173655,0.271521258,398.8013502,691.9369512,149.0013934,0.411173655,0.694420502,0.271521258
0.51669209,0.931865648,0.982283251,0.945431687,0.219013105,0.894934484,0.017911981,430.9010903,934.8552779,146.5491223,0.894934484,0.219013105,0.017911981
0.616852237,0.157065557,0.766919643,0.56276072,0.947194845,0.553442693,0.651097885,296.9662519,574.8598083,104.1420626,0.553442693,0.947194845,0.651097885
0.377093995,0.813982657,0.326768874,0.130063167,0.109948304,0.291260128,0.130677685,145.5221083,462.8007464,14.71381173,0.291260128,0.109948304,0.130677685
0.807955608,0.947142618,0.7522955,0.771462499,0.039515717,0.970408278,0.360842998,370.0118748,924.5058064,186.9922359,0.970408278,0.039515717,0.360842998
0.896189098,0.574311417,0.507394312,0.049623581,0.535755199,0.763375376,0.958503403,117.3682533,492.4369191,13.34163363,0.763375376,0.535755199,0.958503403
0.124101474,0.895957595,0.680442378,0.375578738,0.078772754,0.297742871,0.599658798,231.4525584,542.8041366,13.98296256,0.297742871,0.078772754,0.599658798
0.976196535,0.240245065,0.295046535,0.284027356,0.996167217,0.116783953,0.624247787,199.4095746,546.1240781,83.17995625,0.116783953,0.996167217,0.624247787
0.129114155,0.354928061,0.426866032,0.94992299,0.285696157,0.918831879,0.740236294,432.4730466,695.972049,36.79455122,0.918831879,0.285696157,0.740236294
0.743288158,0.04735298,0.21038298,0.172546789,0.197690876,0.313925089,0.735597521,160.3913762,383.9336792,38.47559556,0.313925089,0.197690876,0.735597521
0.881535875,0.940506594,0.552864251,0.593177297,0.718341219,0.579109817,0.256332991,307.612054,852.0992659,156.8721203,0.579109817,0.718341219,0.256332991
0.046325075,0.19199042,0.348778641,0.827140078,0.792671783,0.121160316,0.893448813,389.4990272,573.1489125,11.49519786,0.121160316,0.792671783,0.893448813
0.090633013,0.585670011,0.521015409,0.718266501,0.060580787,0.098282802,0.801568067,351.3932753,628.2090065,19.52959717,0.098282802,0.060580787,0.801568067
0.240514013,0.937633997,0.460774648,0.510798881,0.037786701,0.720159373,0.233547048,278.7796085,649.9364432,36.85628664,0.720159373,0.037786701,0.233547048
0.820149706,0.543956888,0.696313384,0.596441894,0.256512424,0.934899818,0.02994911,308.754663,739.2475957,146.7514933,0.934899818,0.256512424,0.02994911
0.458874749,0.355966175,0.835161651,0.755805978,0.381570966,0.058044046,0.496233322,364.5320924,681.6132201,104.0460835,0.058044046,0.381570966,0.496233322
0.599322796,0.654122896,0.304892729,0.880210254,0.956150552,0.478927618,0.668387621,408.073589,853.4665502,158.2590212,0.478927618,0.956150552,0.668387621
0.905157558,0.067437896,0.05918278,0.874441233,0.274765682,0.487850327,0.071786971,406.0544316,780.3694801,237.4521274,0.487850327,0.274765682,0.071786971
0.2553286,0.838615158,0.767412147,0.779270126,0.401775077,0.268983926,0.827428184,372.744544,763.1210025,59.6909851,0.268983926,0.401775077,0.827428184
0.313650205,0.128723994,0.308157646,0.360120322,0.501471448,0.442708868,0.336061861,226.0421127,390.6537108,33.88554385,0.442708868,0.501471448,0.336061861
0.330668649,0.053151897,0.640705235,0.865346533,0.496611043,0.227181189,0.769635815,402.8712864,628.6284029,85.84289077,0.227181189,0.496611043,0.769635815
0.733927781,0.534295996,0.475697828,0.803147725,0.58291687,0.302304216,0.429750627,381.1017038,818.6298068,176.8357283,0.302304216,0.58291687,0.429750627
0.891288872,0.824286171,0.569962722,0.240817907,0.102108257,0.311048738,0.614111465,184.2862675,649.3027146,64.3914963,0.311048738,0.102108257,0.614111465
0.94119053,0.339459136,0.905334082,0.494391219,0.575594649,0.058651344,0.66080427,273.0369267,667.3580262,139.5949001,0.058651344,0.575594649,0.66080427
0.545198561,0.708637425,0.145367838,0.970080152,0.384805053,0.559883176,0.870377986,439.5280531,898.4990722,158.6658907,0.559883176,0.384805053,0.870377986
0.827287549,0.451911954,0.208713965,0.58371132,0.218280694,0.563305252,0.283077075,304.2989619,711.6555355,144.869132,0.563305252,0.218280694,0.283077075
0.2900672,0.446160923,0.058080029,0.876736398,0.85216202,0.573182068,0.819311827,406.8577393,722.4252296,76.29374153,0.573182068,0.85216202,0.819311827
0.207998943,0.955890617,0.494284892,0.058762521,0.522827795,0.469055602,0.470573173,120.5668824,420.3536507,3.666762698,0.469055602,0.522827795,0.470573173
0.655514301,0.583259549,0.694299175,0.217444025,0.682614401,0.681660671,0.988461631,176.1054086,518.4154747,42.76130034,0.681660671,0.682614401,0.988461631
0.938806576,0.51777709,0.166000329,0.090488328,0.685356241,0.572154633,0.11307539,131.6709149,509.3900809,25.48531133,0.572154633,0.685356241,0.11307539
0.037653775,0.95403542,0.463748547,0.382298779,0.980152659,0.657901148,0.06894048,233.8045725,539.0716882,4.318497709,0.657901148,0.980152659,0.06894048
0.068707252,0.742622648,0.975398882,0.663261479,0.899039648,0.861543805,0.812224,332.1415175,634.4632144,13.67126213,0.861543805,0.899039648,0.812224
0.240203261,0.192039529,0.829004985,0.279577649,0.60012519,0.572357681,0.320675727,197.8521771,347.8495217,20.14663885,0.572357681,0.60012519,0.320675727
0.285953836,0.776793733,0.878464443,0.483880868,0.923575482,0.373649326,0.823006824,269.3583039,607.6273265,41.51027721,0.373649326,0.923575482,0.823006824
0.470664783,0.865028591,0.59125331,0.983260318,0.083648495,0.508799881,0.377683787,444.1411111,925.5535023,138.8358012,0.508799881,0.083648495,0.377683787
0.365261088,0.655998806,0.652026041,0.805081532,0.106268001,0.439533173,0.996422877,381.7785364,757.8557397,88.219487,0.439533173,0.106268001,0.996422877
0.419651383,0.204656333,0.077550524,0.156490984,0.63685285,0.014577083,0.779429796,154.7718445,334.3224211,19.70149739,0.014577083,0.63685285,0.779429796
0.169702461,0.607431384,0.214732398,0.504164287,0.615029163,0.810543058,0.411278248,276.4575005,546.3656048,25.6673761,0.810543058,0.615029163,0.411278248
0.08955787,0.354589641,0.48808584,0.889953575,0.04375076,0.008116937,0.224852872,411.4837511,656.013665,23.91070384,0.008116937,0.04375076,0.224852872
0.481489837,0.103475905,0.39257938,0.953375899,0.738585757,0.116131965,0.59689126,433.6815646,722.929385,137.7122418,0.116131965,0.738585757,0.59689126
0.302188001,0.553280297,0.771024844,0.597016688,0.198458701,0.193436322,0.765140015,308.9558408,612.3754185,54.1233838,0.193436322,0.198458701,0.765140015
0.565544101,0.183260132,0.911235007,0.031938159,0.15564506,0.027852537,0.518978124,111.1783558,303.170138,5.41873131,0.027852537,0.15564506,0.518978124
0.547793869,0.066307714,0.68871963,0.752065121,0.505070003,0.106038883,0.231809377,363.2227924,629.5579563,123.5929986,0.106038883,0.505070003,0.231809377
0.732073964,0.178518431,0.420308505,0.494111855,0.747255093,0.23369286,0.268070556,272.9391491,574.704026,108.5179272,0.23369286,0.747255093,0.268070556
0.816273479,0.290426162,0.487953972,0.285007274,0.429525255,0.585051068,0.674285507,199.7525461,519.1785473,69.79316382,0.585051068,0.429525255,0.674285507
0.346440367,0.468343917,0.861068985,0.415845952,0.719517712,0.691706763,0.587080568,245.5460833,511.6190471,43.2197473,0.691706763,0.719517712,0.587080568
0.511262635,0.918523116,0.009213844,0.300740262,0.164976502,0.893699308,0.814056145,205.2590917,607.816569,46.12717768,0.893699308,0.164976502,0.814056145
0.837884171,0.099120292,0.002155079,0.76571423,0.834221309,0.811575187,0.602576932,367.9999806,717.1082309,192.4739498,0.811575187,0.834221309,0.602576932
0.43887887,0.935525095,0.071905634,0.72057827,0.72961492,0.789902258,0.787598137,352.2023946,803.8901265,94.87397322,0.789902258,0.72961492,0.787598137
0.700010108,0.755736194,0.124734616,0.479203451,0.561298265,0.07501975,0.162616786,267.7212077,703.5383007,100.6341777,0.07501975,0.561298265,0.162616786
0.233963645,0.887299341,0.881168504,0.464050482,0.006299095,0.650030026,0.455673729,262.4176688,612.3409879,32.57128274,0.650030026,0.006299095,0.455673729
0.35949413,0.638398493,0.04852863,0.888592009,0.476067844,0.676817872,0.088291146,411.007203,793.76916,95.83308334,0.676817872,0.476067844,0.088291146
0.437841095,0.175676738,0.028298948,0.690068718,0.155727772,0.777730063,0.628809574,341.5240512,598.4138171,90.64213294,0.777730063,0.155727772,0.628809574
0.255616993,0.389728494,0.631031223,0.449236018,0.739915839,0.644822736,0.157970559,257.2326063,485.9543809,34.44970808,0.644822736,0.739915839,0.157970559
0.310052882,0.01021605,0.189806102,0.740027105,0.523105325,0.994512977,0.180542823,359.0094866,550.0807854,68.834261,0.994512977,0.523105325,0.180542823
0.353583909,0.08855433,0.791067055,0.146919134,0.54571258,0.23981543,0.991096261,151.4216968,283.9941267,15.58447251,0.23981543,0.54571258,0.991096261
0.829649452,0.243791641,0.823692671,0.258100507,0.672536835,0.097395024,0.748737736,190.3351773,497.4105265,64.23988316,0.097395024,0.672536835,0.748737736
0.64333399,0.575140064,0.639367587,0.010396285,0.892655269,0.090192064,0.971608156,103.6386999,409.8166564,2.006485148,0.090192064,0.892655269,0.971608156
0.028609312,0.804883021,0.696055916,0.614166029,0.423746113,0.349684076,0.17847264,314.9581103,615.4560978,5.271260222,0.349684076,0.423746113,0.17847264
0.292384931,0.310214543,0.781372367,0.893103278,0.130681375,0.198264318,0.814883096,412.5861474,697.2015075,78.3389821,0.198264318,0.130681375,0.814883096
0.247777556,0.220131644,0.957364542,0.197068293,0.080184551,0.010349374,0.744346286,168.9739025,315.5114464,14.64872997,0.010349374,0.080184551,0.744346286
0.559577221,0.851404302,0.177373193,0.650329863,0.983018937,0.851934251,0.647469188,327.6154521,777.9103123,109.1729332,0.851934251,0.983018937,0.647469188
0.243567989,0.624333739,0.45914347,0.706045852,0.629002438,0.927572317,0.434107244,347.1160481,669.9983582,51.59105057,0.927572317,0.629002438,0.434107244
0.698757778,0.782476671,0.803220365,0.406456096,0.812585848,0.708523779,0.06631294,242.2596336,673.5366603,85.2043076,0.708523779,0.812585848,0.06631294
0.922815076,0.303835287,0.832356894,0.296995751,0.805539825,0.425618304,0.430245954,203.948513,555.1604664,82.22164708,0.425618304,0.805539825,0.430245954
0.174809055,0.348433634,0.857853542,0.864117277,0.144048501,0.47565155,0.632742877,402.4410469,662.8693105,45.31665724,0.47565155,0.144048501,0.632742877
0.043511615,0.306881344,0.808459791,0.810424501,0.626764562,0.735453959,0.409210845,383.6485752,592.8104899,10.5788636,0.735453959,0.626764562,0.409210845
0.927918848,0.056922575,0.601489293,0.754227801,0.693192827,0.116262666,0.572540443,363.9797304,723.3242565,209.9586578,0.116262666,0.693192827,0.572540443
0.606678249,0.837296247,0.471689465,0.082464402,0.54892645,0.141789932,0.736723415,128.8625407,502.2258251,15.00880772,0.141789932,0.54892645,0.736723415
0.944326371,0.129636609,0.246978004,0.516300341,0.475285822,0.724578773,0.730373056,280.7051195,626.6409155,146.2668083,0.724578773,0.475285822,0.730373056
0.771811302,0.648939829,0.709511244,0.930133342,0.977280918,0.065536184,0.883399486,425.5466698,920.2544538,215.3662278,0.065536184,0.977280918,0.883399486
0.541953803,0.956577116,0.089713649,0.180918989,0.627533649,0.284125406,0.021650314,163.3216461,565.0922244,29.41492025,0.284125406,0.627533649,0.021650314
0.096350815,0.52258393,0.372356327,0.718478043,0.520779361,0.602829901,0.924889931,351.4673151,613.9727078,20.7677834,0.602829901,0.520779361,0.924889931
0.323098746,0.550041737,0.316880296,0.984758201,0.345602489,0.099349446,0.367675155,444.6653705,810.6642215,95.45224207,0.099349446,0.345602489,0.367675155
0.216722312,0.950284804,0.938170755,0.386953796,0.356536582,0.772741156,0.359823397,235.4338287,585.2286773,25.15845646,0.772741156,0.356536582,0.359823397
0.777060394,0.027865498,0.827527072,0.418369315,0.736688121,0.221121442,0.52195478,246.4292604,510.4161306,97.5294675,0.221121442,0.736688121,0.52195478
0.245584122,0.230004197,0.876514676,0.75049122,0.103822043,5.16E-02,0.421924003,362.6719271,594.1426898,55.2926182,5.16E-02,0.103822043,0.421924003
0.762934417,0.893236953,0.441375329,0.942956096,0.807388504,0.756806081,0.887857318,430.0346338,985.5208907,215.8240979,0.756806081,0.807388504,0.887857318
0.928529435,0.633532774,0.101917505,0.930195406,0.670310373,0.043085863,0.400196342,425.5683922,955.6132553,259.1141446,0.043085863,0.670310373,0.400196342
0.738938547,0.29842397,0.73063814,0.436688996,0.81937248,0.370836811,0.724352745,252.8411487,577.6851275,96.80589977,0.370836811,0.81937248,0.724352745
0.513889664,0.232184649,0.39099336,0.259435241,0.268671435,0.497484863,0.047341511,190.8023343,416.2361986,39.99632662,0.497484863,0.268671435,0.047341511
0.168433723,0.666159448,0.226136796,0.240848946,0.507152107,0.12745899,0.555956514,184.2971312,429.0727658,12.1701254,0.12745899,0.507152107,0.555956514
0.640660205,0.409886974,0.103558632,0.997219911,0.900742589,0.978913504,0.56141694,449.0269687,861.24675,191.6637336,0.978913504,0.900742589,0.56141694
0.521689956,0.538582656,0.724041342,0.586916199,0.343023917,0.036854574,0.923801981,305.4206695,658.5262522,91.85648571,0.036854574,0.343023917,0.923801981
0.429743838,0.500398856,0.590276854,0.882580499,0.454446985,0.123058774,0.97643431,408.9031747,773.8259231,113.7850593,0.123058774,0.454446985,0.97643431
0.947619805,0.171565845,0.326253127,0.093802111,0.031618723,0.009605544,0.437894515,132.8307389,426.6974682,26.6666215,0.009605544,0.031618723,0.437894515
0.566264268,0.127549308,0.522246781,0.277348956,0.507390034,0.414393594,0.858361416,197.0721346,412.1278719,47.11584103,0.414393594,0.507390034,0.858361416
0.430537918,0.642450022,0.410658602,0.799120055,0.501633633,0.874463915,0.096498062,379.6920191,767.8070124,103.2154454,0.874463915,0.501633633,0.096498062
0.348168207,0.780529293,0.776108833,0.250836197,0.489822763,0.523132973,0.504029233,187.7926688,507.5924733,26.19995663,0.523132973,0.489822763,0.504029233
0.31441849,0.51584426,0.253522229,0.578432453,0.377354151,0.018844898,0.671287192,302.4513584,596.781914,54.56095753,0.018844898,0.377354151,0.671287192
0.974713751,0.895532808,0.003332341,0.509085538,0.314906492,0.561480144,0.369019393,278.1799384,822.1044087,148.8638023,0.561480144,0.314906492,0.369019393
0.319765278,0.552195673,0.556397482,0.468739406,0.434592435,0.117788813,0.600007858,264.0587922,552.359941,44.96597596,0.117788813,0.434592435,0.600007858
0.28007472,0.744411246,0.154941099,0.617983544,0.885474282,0.607270813,0.041529246,316.2942405,665.1132638,51.92447054,0.607270813,0.885474282,0.041529246
0.398688528,0.653654609,0.76525707,0.537989028,0.679978152,0.45338858,0.102354229,288.2961599,632.0802984,64.3470161,0.45338858,0.679978152,0.102354229
0.412028824,0.468667876,0.811754384,0.921203162,0.89158332,0.04755772,0.196531447,422.4211067,780.775756,113.8686768,0.04755772,0.89158332,0.196531447
0.507492015,0.780909984,0.085573805,0.120328917,0.683453631,0.46819642,0.828970552,142.1151208,482.2649582,18.31978932,0.46819642,0.683453631,0.828970552
0.460020387,0.071918241,0.330275988,0.525962447,0.964541203,0.782643542,0.388189826,284.0868563,495.9658804,72.5860345,0.782643542,0.964541203,0.388189826
0.804104157,0.938824566,0.395329739,0.300753447,0.773055509,0.18175036,0.463703162,205.2637066,686.1089044,72.55112913,0.18175036,0.773055509,0.463703162
0.99420468,0.296883305,0.704262764,0.466154594,0.510913165,0.703223546,0.630942588,263.1541081,655.8492936,139.0359239,0.703223546,0.510913165,0.630942588
0.543084151,0.729222129,0.498671439,0.573441893,0.971777573,0.94204898,0.918968956,300.7046625,704.7975164,93.42816112,0.94204898,0.971777573,0.918968956
0.887751111,0.488582921,0.999930391,0.007509547,0.239061579,0.640275501,0.707693804,102.6283415,447.8382815,1.99998264,0.640275501,0.239061579,0.707693804
0.865541487,0.518626637,0.244723812,0.360147956,0.493904773,0.181954568,0.721055324,226.0517845,626.1160088,93.51689914,0.181954568,0.493904773,0.721055324
0.041194978,0.626066809,0.982903766,0.851399176,0.75298561,0.830471252,0.903649954,397.9897115,692.5150345,10.52201103,0.830471252,0.75298561,0.903649954
0.760126199,0.962534991,0.096168878,0.030994947,0.162828459,0.63087812,0.112343294,110.8482316,546.1627712,7.068021463,0.63087812,0.162828459,0.112343294
0.044870139,0.642921525,0.743766065,0.797689785,0.870160858,0.120213357,0.361871226,379.1914248,670.7928086,10.73773548,0.120213357,0.870160858,0.361871226
0.240868583,0.950348847,0.291619801,0.864091218,0.059949973,0.147574691,0.644060822,402.4319265,829.8499667,62.43972811,0.147574691,0.059949973,0.644060822
0.336755951,0.354825417,0.271985657,0.314027706,0.941866071,0.264262434,0.147867008,209.909697,429.9091949,31.72520964,0.264262434,0.941866071,0.147867008
0.371450302,0.969057903,0.933695136,0.859776554,0.486067647,0.143557276,0.830789168,400.9217939,865.0153283,95.80927827,0.143557276,0.486067647,0.830789168
0.841560791,0.5981652,0.006766689,0.599492176,0.11153409,0.224202108,0.593780885,309.8222616,759.6775857,151.3527329,0.224202108,0.11153409,0.593780885
0.450388098,0.403145419,0.129409513,0.410781575,0.503404257,0.631963879,0.562250383,243.7735514,518.7741671,55.50333977,0.631963879,0.503404257,0.562250383
0.846500276,0.95734791,0.837269432,0.955175647,0.691462798,0.352795895,0.677981966,434.3114764,1028.54987,242.5669347,0.352795895,0.691462798,0.677981966
0.315658648,0.87211333,0.099572091,0.852643163,0.788737867,0.801112612,0.700730742,398.425107,823.2645759,80.7432563,0.801112612,0.788737867,0.700730742
0.983370169,0.990155763,0.291011399,0.702378394,0.340792039,0.332336098,0.061410347,345.8324379,944.57068,207.209388,0.332336098,0.340792039,0.061410347
0.566511112,0.944578547,0.461478646,0.919228191,0.275194474,0.952078724,0.448620391,421.729867,937.3865105,156.2258954,0.952078724,0.275194474,0.448620391
0.917213243,0.19312782,0.507786754,0.534868994,0.132064602,0.328032193,0.60816196,287.2041478,645.0197626,147.1766773,0.328032193,0.132064602,0.60816196
0.048455223,0.647309971,0.397594869,0.657178232,0.902869254,0.723119588,0.842723017,330.0123811,602.5304145,9.553115316,0.723119588,0.902869254,0.842723017
0.869307411,0.775059827,0.305748775,0.153045791,0.660545982,0.059602736,0.894182399,153.5660268,587.614705,39.91315208,0.059602736,0.660545982,0.894182399
0.631321761,0.423824308,0.328252775,0.964532209,0.853716342,0.623563058,0.449458701,437.5862732,846.0526219,182.6790519,0.623563058,0.853716342,0.449458701
0.697007891,0.915424245,0.256779189,0.592465108,0.13544649,0.833589663,0.332710565,307.3627879,799.340588,123.8858567,0.833589663,0.13544649,0.332710565
0.872395506,0.706101358,0.732577249,0.110242449,0.668262938,0.580410487,0.492665543,138.584857,549.7454401,28.85250498,0.580410487,0.668262938,0.492665543
0.700645305,0.42013405,0.165311158,0.098837898,0.63724842,0.39729464,0.617690143,134.5932644,429.6137881,20.77509285,0.39729464,0.63724842,0.617690143
0.640841822,0.019701163,0.995101279,0.437502206,0.267351878,0.105751641,0.691650966,253.125772,483.8868491,84.11091322,0.105751641,0.267351878,0.691650966
0.87676067,0.395110904,0.408131391,0.295526333,0.867318294,0.052047357,0.574772456,203.4342165,565.73106,77.73175969,0.052047357,0.867318294,0.574772456
0.692785217,0.747242501,0.987734414,0.78008472,0.102785929,0.62269243,0.916041149,373.0296521,850.0492897,162.1293486,0.62269243,0.102785929,0.916041149
0.542031014,0.473039749,0.812752981,0.956995109,0.130857266,0.795244661,0.293077702,434.9482882,832.2652453,155.6163087,0.795244661,0.130857266,0.293077702
0.021142957,0.485216119,0.166376293,0.379644962,0.3311268,0.544844325,0.282807431,232.8757368,416.4122503,2.408045175,0.544844325,0.3311268,0.282807431
0.874382433,0.063797654,0.043985887,0.172978984,0.036946509,0.65578851,0.469157098,160.5426445,421.0345138,45.37493553,0.65578851,0.036946509,0.469157098
0.413170041,0.408872961,0.527246635,0.369650032,0.607258152,0.670532305,0.664970748,229.3775112,490.3357666,45.81849572,0.670532305,0.607258152,0.664970748
0.521392433,0.81559402,0.149650995,0.011160249,0.978626725,0.65569578,0.443157343,103.9060871,439.8267375,1.745660772,0.65569578,0.978626725,0.443157343
0.456028639,0.923704475,0.771240892,0.426666297,0.489511904,0.55771495,0.834739499,249.3332041,658.2664274,58.37161532,0.55771495,0.489511904,0.834739499
0.299983553,0.779161328,0.732842752,0.750399989,0.286825423,0.448994005,0.343844872,362.6399961,744.9862147,67.53229652,0.448994005,0.286825423,0.343844872
0.105505351,0.152220473,0.787236825,0.019530857,0.329506949,0.245571204,0.376576974,106.8358,174.1968844,0.618182979,0.245571204,0.329506949,0.376576974
