in1,in2,in3,in4,in5,in6,out1,out2,out3,out4,out5,out6
0.898634906,0.265767612,0.917843304,0.187482124,0.710633906,0.233709076,0.710633906,0.305897865,0.463785518,0.376786525,0.449058015,0.828708942
0.755624481,0.336348309,0.155327919,0.13591339,0.190221278,0.315764849,0.190221278,0.258935291,0.422964493,0.278101777,0.163067334,0.174860948
0.821212878,0.035912508,0.337129657,0.628891905,0.804866706,0.97451223,0.804866706,0.568793142,0.488661457,0.923618573,0.716879306,0.447641619
0.599354413,0.088342303,0.547353018,0.860076806,0.788065555,0.525841315,0.788065555,0.705208272,0.498716892,0.604508587,0.824071181,0.569273102
0.155973133,0.787718114,0.472234559,0.545640991,0.026658301,0.249327991,0.026658301,0.523502381,0.493984234,0.182527084,0.286149646,0.405386277
0.363775787,0.234298454,0.503253462,0.588631308,0.77825408,0.496724187,0.77825408,0.501753052,0.385915377,0.581183155,0.683442694,0.530100596
0.367894971,0.272997532,0.404344423,0.424230796,0.293150215,0.353471893,0.293150215,0.393095432,0.351581615,0.335375389,0.358690506,0.388137749
0.221368263,0.681057918,0.884957783,0.271398939,0.002118835,0.244377816,0.002118835,0.325343184,0.397268845,0.171700122,0.136758887,0.732615891
0.961965048,0.077572905,0.869281109,0.373320092,0.621089349,0.435279909,0.621089349,0.417254757,0.475834311,0.491022741,0.497204721,0.801061813
0.531771602,0.066316781,0.99150764,0.1581468,0.486350125,0.884699984,0.486350125,0.200416018,0.256774974,0.765195026,0.322248463,0.930311123
0.671962128,0.319012912,0.444280446,0.134791259,0.515535109,0.754031082,0.515535109,0.243000137,0.387278642,0.68248229,0.325163184,0.482380976
0.568975229,0.880248592,0.324362088,0.849497592,0.13516507,0.598777141,0.13516507,0.812031888,0.762077615,0.45969352,0.492331331,0.332883892
0.572085353,0.304024132,0.405418942,0.940711661,0.029044692,0.762068209,0.029044692,0.789914585,0.588851818,0.542161154,0.484878176,0.403446444
0.874805963,0.1565744,0.578618661,0.609554659,0.825105601,0.814184723,0.825105601,0.581395316,0.543849525,0.817460986,0.71733013,0.626823961
0.356887941,0.331239656,0.923077473,0.582866588,0.776061736,0.542785273,0.776061736,0.511225751,0.415704635,0.612768212,0.679464162,0.870346679
0.015993845,0.85904195,0.661791073,0.127294368,0.561836424,0.56209633,0.561836424,0.220361427,0.344450839,0.562018358,0.344565396,0.641826134
0.300562918,0.152670012,0.412021236,0.815957304,0.114819981,0.886271623,0.114819981,0.639155052,0.403418716,0.65483613,0.465388642,0.429726149
0.916227756,0.831556346,0.162229905,0.857828549,0.578991,0.968005196,0.578991,0.8626476,0.869073001,0.851300937,0.718409775,0.284483544
0.43930112,0.283169708,0.093458955,0.367512908,0.59268957,0.905995891,0.59268957,0.365629659,0.363118662,0.812003995,0.480101239,0.22463571
0.650090603,0.041305904,0.376522978,0.208550541,0.445717139,0.948681281,0.445717139,0.249694855,0.30455394,0.797792038,0.32713384,0.440658225
0.156081642,0.716968061,0.433737309,0.291599353,0.595444548,0.037776764,0.595444548,0.335077002,0.393047202,0.205077099,0.44352195,0.410311978
0.748224797,0.991855551,0.053571643,0.968101027,0.161808383,0.783923296,0.161808383,0.938682771,0.89945843,0.597288822,0.564954705,0.137430482
0.475683285,0.320717373,0.365663774,0.125177217,0.238205579,0.600407108,0.238205579,0.207084151,0.316293396,0.491746649,0.181691398,0.376392288
0.040420639,0.537539085,0.804323471,0.72198445,0.622852189,0.882051406,0.622852189,0.592083074,0.418881238,0.804291641,0.67241832,0.793949136
0.584144421,0.516280414,0.437222987,0.113739413,0.94945694,0.508896848,0.94945694,0.244681314,0.419270516,0.641064876,0.531598176,0.495613769
0.134887348,0.258359791,0.174046665,0.890582822,0.693634633,0.948788517,0.693634633,0.682395046,0.404811345,0.872242352,0.792108727,0.303479647
0.444230309,0.648277397,0.389160951,0.647973607,0.927670915,0.657557043,0.927670915,0.617457681,0.576769779,0.738591205,0.787822261,0.469851556
0.841712257,0.155741754,0.593227232,0.322413448,0.177035861,0.064016844,0.177035861,0.375307515,0.445832938,0.097922549,0.249724655,0.498687056
0.186959211,0.834808802,0.525370928,0.263106683,0.686681071,0.037785009,0.686681071,0.33743988,0.436550809,0.232453827,0.474893877,0.492743351
0.811214683,0.028559897,0.831986748,0.560126092,0.962778315,0.770348856,0.962778315,0.518054452,0.461958931,0.828077694,0.761452204,0.838902115
0.155641258,0.415060881,0.828873608,0.226235397,0.820987841,0.434284343,0.820987841,0.243970099,0.267616368,0.550295393,0.523611619,0.788626105
0.196328434,0.732154009,0.590193351,0.396934827,0.33244538,0.227524653,0.33244538,0.417126745,0.444049303,0.259000872,0.364690104,0.528151684
0.612660021,0.889658598,0.384739457,0.705536719,0.631526306,0.859598798,0.631526306,0.719223496,0.737472532,0.791177051,0.668531512,0.456904076
0.181045547,0.693577998,0.804575106,0.656490355,0.607174213,0.434527257,0.607174213,0.59073678,0.503065347,0.486321344,0.631832284,0.747830232
0.020273012,0.963249358,0.875551054,0.769644322,0.828612113,0.880269042,0.828612113,0.686279381,0.575126126,0.864771964,0.799128218,0.871328959
0.080596319,0.428432159,0.306293546,0.531435803,0.234495899,0.568811276,0.234495899,0.448359334,0.337590708,0.468516663,0.382965851,0.325365554
0.338593746,0.361347557,0.280538548,0.845025574,0.974918046,0.281552367,0.974918046,0.696509097,0.498487128,0.489562071,0.90997181,0.35007788
0.139618139,0.249901279,0.406752872,0.505659844,0.643562104,0.663568368,0.643562104,0.412389804,0.288029749,0.657566489,0.574610974,0.456115345
0.956310101,0.242000832,0.609289385,0.241993995,0.218433352,0.177781325,0.218433352,0.349142437,0.492007025,0.189976933,0.230213674,0.527052976
0.72528521,0.07173939,0.758623102,0.149369317,0.800626283,0.017105052,0.800626283,0.224112212,0.323769405,0.252161421,0.4749978,0.688671615
0.904934608,0.629616169,0.753406556,0.427883842,0.421513026,0.216170255,0.421513026,0.529701306,0.665457925,0.277773087,0.424698434,0.666493573
0.00562217,0.570581846,0.540949909,0.338518772,0.088615908,0.383060267,0.088615908,0.323393743,0.303227037,0.294726959,0.21356734,0.479927545
0.045091509,0.127058836,0.013379614,0.460825096,0.982293553,0.959071766,0.982293553,0.348400119,0.198500149,0.966038302,0.721559325,0.204840223
0.387293355,0.570889025,0.170043409,0.668441469,0.364974467,0.073067502,0.364974467,0.611636385,0.535896274,0.160639591,0.516707968,0.179838924
0.706063833,0.602513416,0.501036182,0.671854306,0.075465643,0.851955378,0.075465643,0.666584601,0.659558329,0.619008458,0.373659974,0.493571048
0.756831943,0.22532217,0.612953729,0.673277128,0.248233158,0.296841026,0.248233158,0.618617106,0.545737078,0.282258666,0.460755143,0.544870402
0.055615934,0.435211079,0.192760717,0.028595194,0.282710488,0.38283167,0.282710488,0.093640688,0.180368013,0.352795316,0.155652841,0.220762789
0.208515114,0.495763612,0.080537766,0.816491569,0.943741401,0.053730091,0.943741401,0.677185908,0.491445025,0.320733484,0.880116485,0.164177362
0.572686509,0.705384379,0.219673396,0.220805802,0.22204311,0.3678609,0.22204311,0.346274694,0.513566551,0.324115563,0.221424456,0.234729118
0.431602994,0.769604802,0.960651657,0.066208244,0.225719439,0.875839664,0.225719439,0.226526941,0.440285202,0.680803597,0.145963842,0.878677236
0.000443821,0.630201898,0.119866299,0.264664771,0.445284611,0.353417942,0.445284611,0.279862197,0.300125433,0.380977942,0.354974691,0.175763294
0.271712914,0.45276961,0.257962921,0.380575088,0.499592614,0.636446305,0.499592614,0.37507494,0.36774141,0.595390198,0.440083851,0.319974229
0.777665229,0.679051322,0.133861618,0.128294459,0.395104373,0.044732401,0.395104373,0.308313604,0.54833913,0.149843993,0.261699416,0.151072972
0.496849018,0.948725112,0.899359027,0.034758554,0.755724976,0.637947282,0.755724976,0.241167107,0.516378512,0.67328059,0.395241765,0.858854448
0.055791194,0.835241776,0.11048537,0.032128376,0.156151827,0.587975757,0.156151827,0.156144809,0.321500052,0.458428578,0.094140101,0.162801055
0.970799963,0.696499129,0.320917568,0.458798803,0.743637829,0.069292258,0.743637829,0.571254026,0.721194323,0.271595929,0.601218316,0.338027063
0.534337915,0.659970186,0.31064009,0.782160499,0.915652048,0.199533738,0.915652048,0.726658565,0.652655985,0.414369231,0.848906274,0.36003065
0.563943856,0.665298519,0.939966434,0.960720452,0.093662027,0.647572726,0.093662027,0.856890672,0.718450967,0.481399516,0.527191239,0.826096623
0.973046179,0.381656631,0.30613013,0.535676798,0.110023241,0.214652688,0.110023241,0.57817918,0.634849023,0.183263854,0.322850019,0.277371697
0.16432162,0.506358731,0.324471991,0.198928461,0.692556159,0.180695649,0.692556159,0.239851976,0.294416661,0.334253802,0.44574231,0.346902773
0.118630533,0.740944664,0.722398827,0.712341257,0.642655428,0.556279283,0.642655428,0.62757516,0.514553696,0.582192126,0.677498342,0.697812532
0.687969177,0.176872873,0.416516564,0.912702444,0.491704433,0.493725646,0.491704433,0.768618018,0.576505451,0.493119282,0.702203438,0.431756259
0.855499828,0.507947209,0.261881151,0.480298811,0.492001692,0.369823616,0.492001692,0.540726223,0.621296106,0.406477039,0.486150251,0.295687452
0.627168912,0.01258456,0.017949774,0.441647269,0.678918363,0.432868352,0.678918363,0.405116109,0.356407896,0.506683355,0.560282816,0.12553849
0.577200327,0.340888509,0.770608173,0.017996233,0.852931199,0.851110856,0.852931199,0.150310689,0.326729963,0.851656959,0.435463716,0.786890744
0.236629213,0.909695044,0.164134852,0.233379876,0.312476144,0.210349299,0.312476144,0.335314551,0.471227453,0.240987352,0.27292801,0.183590426
0.036535186,0.665757815,0.035357064,0.242903586,0.39473897,0.637731859,0.39473897,0.27537646,0.318673626,0.564833992,0.318821278,0.131532734
0.362704602,0.23839478,0.234719413,0.443965948,0.497860156,0.890405395,0.497860156,0.400941071,0.343574568,0.772641823,0.470913052,0.326602085
0.101675396,0.581039518,0.097044197,0.189980104,0.329177407,0.75965323,0.329177407,0.23539331,0.295944251,0.630510483,0.259578756,0.186518421
0.636131464,0.389032645,0.440444366,0.653954412,0.198877788,0.475939343,0.198877788,0.611542705,0.554993762,0.392820877,0.4264161,0.419837206
0.273104577,0.990406548,0.667905141,0.95772396,0.469094009,0.130914587,0.469094009,0.859933441,0.729546082,0.232368414,0.713408985,0.594324973
0.16053389,0.073272257,0.192952502,0.649573624,0.764264695,0.026907241,0.764264695,0.489772459,0.276704239,0.248114477,0.706919159,0.233479196
0.561824766,0.057083215,0.916503659,0.124499192,0.721438261,0.606034086,0.721438261,0.179985631,0.253967551,0.640655339,0.422968726,0.865950162
0.927830073,0.292201713,0.877860289,0.257387399,0.320349299,0.479559235,0.320349299,0.363175947,0.504227345,0.431796254,0.288868349,0.782279085
0.736844053,0.976661555,0.289652926,0.662080275,0.571679493,0.822388839,0.571679493,0.720482033,0.798351045,0.747176035,0.616879884,0.371129174
0.949057628,0.773486098,0.04342821,0.45138131,0.542130433,0.043584312,0.542130433,0.574348476,0.738304697,0.193148148,0.496755872,0.093314042
0.023886879,0.626349348,0.904637792,0.577640841,0.162004418,0.783713147,0.162004418,0.501884023,0.400874932,0.597200528,0.369822629,0.81828199
0.034972273,0.121757593,0.404167733,0.507067224,0.639160821,0.749252783,0.639160821,0.378456537,0.20697562,0.716225194,0.573114022,0.462175547
0.866420269,0.861557237,0.346894756,0.307332311,0.554353508,0.869009352,0.554353508,0.474329244,0.696991821,0.774612599,0.43084291,0.419852091
0.298993012,0.749184155,0.001246354,0.372955286,0.218010097,0.147429784,0.218010097,0.418295275,0.478748594,0.168603878,0.295482691,0.037541071
0.164310418,0.857411476,0.425305778,0.280770083,0.995826479,0.761778204,0.995826479,0.349797342,0.441833688,0.831992686,0.638298281,0.516005091
0.15872122,0.837320035,0.45296939,0.373163132,0.5835024,0.509778774,0.5835024,0.410620381,0.460563379,0.531895862,0.478332766,0.471703629
0.991292182,0.511802087,0.878106188,0.198041977,0.973064405,0.66506614,0.973064405,0.364093524,0.585495587,0.757465619,0.585553191,0.866298005
0.633079621,0.779562542,0.333737761,0.248910214,0.871178984,0.731764728,0.871178984,0.386133474,0.569097821,0.773589005,0.560044599,0.42728458
0.935414233,0.927058045,0.660776461,0.543103985,0.461756526,0.395226981,0.461756526,0.659543631,0.814796493,0.415185845,0.502430256,0.614319519
0.854797538,0.417872522,0.984560239,0.839464055,0.012766894,0.33436977,0.012766894,0.778525348,0.697273737,0.237888907,0.426115475,0.822361858
0.49297867,0.654558944,0.860943008,0.989336175,0.57167262,0.062085998,0.57167262,0.864665965,0.698439018,0.214961985,0.780504398,0.752130268
0.219277934,0.875010485,0.961681665,0.288732159,0.369104783,0.139402025,0.369104783,0.366255774,0.469620594,0.208312853,0.328918471,0.820196012
0.081765755,0.911703476,0.691291317,0.049079814,0.566243166,0.427067925,0.566243166,0.183376254,0.362438175,0.468820497,0.30766149,0.652364163
0.814689301,0.80573584,0.445787782,0.363421877,0.398671312,0.676729379,0.398671312,0.497459085,0.676175363,0.593311959,0.381046594,0.464170295
0.800797701,0.81721335,0.839683312,0.433470729,0.779768952,0.976715709,0.779768952,0.546131168,0.696345086,0.917631682,0.60661984,0.847395116
0.148731629,0.009613858,0.694006865,0.199642577,0.807863519,0.406193588,0.807863519,0.163501627,0.115313694,0.526694567,0.503753048,0.676611203
0.969488436,0.214240525,0.460941077,0.789180986,0.322550761,0.526627901,0.322550761,0.729986034,0.651059432,0.465404759,0.555865873,0.453670728
0.960361835,0.086797896,0.781556345,0.962764016,0.396182513,0.480502354,0.396182513,0.831008771,0.655335111,0.455206402,0.679473264,0.712913562
0.752575544,0.988139188,0.121021273,0.913987673,0.111553612,0.037595528,0.111553612,0.900898581,0.883446458,0.059782953,0.512770642,0.111731933
0.262758493,0.970824134,0.547119442,0.668613467,0.217277415,0.420141433,0.217277415,0.653066821,0.632337959,0.359282227,0.442945441,0.501437438
0.242757749,0.350888518,0.318652304,0.485431437,0.573094637,0.287477651,0.573094637,0.428848946,0.353405624,0.373162747,0.529263037,0.340979072
0.575847169,0.619027024,0.853652885,0.986423372,0.728675518,0.040039221,0.728675518,0.86972749,0.714132979,0.24663011,0.857549445,0.759793782
0.753663586,0.830324489,0.061359839,0.480758473,0.926687506,0.204130088,0.926687506,0.574129143,0.698623368,0.420897313,0.70372299,0.16216963
0.606950178,0.274711361,0.787017285,0.357083028,0.965916653,0.215647079,0.965916653,0.382207351,0.415706447,0.440727951,0.661499841,0.747770201
0.486442127,0.475567927,0.973410596,0.766682528,0.043381034,0.609714276,0.043381034,0.680979278,0.566708278,0.439814303,0.405031781,0.844038008
0.575488526,0.084600781,0.225643857,0.975555122,0.923576112,0.702302456,0.923576112,0.781901981,0.523697794,0.768684552,0.949565617,0.343102942
0.468110098,0.391015347,0.703811597,0.101011899,0.535201005,0.282346049,0.535201005,0.199577146,0.330997476,0.358202536,0.318106452,0.644803983
0.036337234,0.310947197,0.063092115,0.579570619,0.108590253,0.463577556,0.108590253,0.457792098,0.295420736,0.357081365,0.344080436,0.107690473
0.752810104,0.391314475,0.662622101,0.037859899,0.771295889,0.013621249,0.771295889,0.198120616,0.411801572,0.240923641,0.404577894,0.608589395
0.36315806,0.975429795,0.230911012,0.83269808,0.194836491,0.423558847,0.194836491,0.783676834,0.718315173,0.35494214,0.513767286,0.246568344
0.665121118,0.570086282,0.785664764,0.932635191,0.334505643,0.888035194,0.334505643,0.838125744,0.712113147,0.721976329,0.633570417,0.750785895
0.270799288,0.491142391,0.879560608,0.05850475,0.504267606,0.554315081,0.504267606,0.155244577,0.284231013,0.539300838,0.281386178,0.809506755
0.02861518,0.893066072,0.092686591,0.776041489,0.131567872,0.981633144,0.131567872,0.68148123,0.555400885,0.726613563,0.45380468,0.185469374
0.905647129,0.676753994,0.23945149,0.793702069,0.476416708,0.363038629,0.476416708,0.792951616,0.791951013,0.397052053,0.635059389,0.275506726
0.802097356,0.934106965,0.294269664,0.797765493,0.073333455,0.415652469,0.073333455,0.818866493,0.84700116,0.312956765,0.435549474,0.284314323
0.467646811,0.137766119,0.427027311,0.506765215,0.903307464,0.875601252,0.903307464,0.44554759,0.36392409,0.883913116,0.70503634,0.51951272
0.442754137,0.48984493,0.326992098,0.258889006,0.486981063,0.76972868,0.486981063,0.321112164,0.404076375,0.684904395,0.372935035,0.387264652
0.384797824,0.898365042,0.183887974,0.325356307,0.388802647,0.131877687,0.388802647,0.420223845,0.546713895,0.208955175,0.357079477,0.199178413
0.147842571,0.320680597,0.024366791,0.915807312,0.934134813,0.719022937,0.934134813,0.711343594,0.438725302,0.7835565,0.924971063,0.184809208
0.441639467,0.2946947,0.441816485,0.579750796,0.079495278,0.754196272,0.079495278,0.516275683,0.431642197,0.551785974,0.329623037,0.436822343
0.384536414,0.475150614,0.882829531,0.813790787,0.682720451,0.430462526,0.682720451,0.698606605,0.545027696,0.506139903,0.748255619,0.817581923
0.903644677,0.181628812,0.530277782,0.213812873,0.328612348,0.566678294,0.328612348,0.312460034,0.443989583,0.49525851,0.271212611,0.51375129
0.149157713,0.737967763,0.818931399,0.625102781,0.528652351,0.758172681,0.528652351,0.570640768,0.498024751,0.689316582,0.576877566,0.783827623
0.943527322,0.121306138,0.994088841,0.307561745,0.141854048,0.120711419,0.141854048,0.37501824,0.464960234,0.127054208,0.224707896,0.821527619
0.597036059,0.916171096,0.684911441,0.665422519,0.872131589,0.329079859,0.872131589,0.692776837,0.72924926,0.491995378,0.768777054,0.668050298
0.097559368,0.880879207,0.527224652,0.249646216,0.16542441,0.122137263,0.16542441,0.321518137,0.417347366,0.135123407,0.207535313,0.450535889
0.20914984,0.342508374,0.108198786,0.931621767,0.347831611,0.360536838,0.347831611,0.734883969,0.472566905,0.35672527,0.639726689,0.157395873
0.310928348,0.356840811,0.305172243,0.251521694,0.755161201,0.986354792,0.755161201,0.276230559,0.309175714,0.916996715,0.503341447,0.418289394
0.369105144,0.341208483,0.432167836,0.765738059,0.570121743,0.370452151,0.570121743,0.642563685,0.478331187,0.430353029,0.667929901,0.439791658
0.922619962,0.880966753,0.556979292,0.84160442,0.988104332,0.496971259,0.988104332,0.859661101,0.883736676,0.644311181,0.914854376,0.594090993
0.324988547,0.397856584,0.100955368,0.761026801,0.847030997,0.053573353,0.847030997,0.64114553,0.481303836,0.291610646,0.804028899,0.170824729
0.848603646,0.781770065,0.812448429,0.469179954,0.295469364,0.128238436,0.295469364,0.572982024,0.711384785,0.178407714,0.382324659,0.692329523
0.992945523,0.502811559,0.918365383,0.950054478,0.492321614,0.747241391,0.492321614,0.889401697,0.808531322,0.670765458,0.721188046,0.858648607
0.300696063,0.470051247,0.344828615,0.873672768,0.219390486,0.646487735,0.219390486,0.727183034,0.531863389,0.51835856,0.546531627,0.362450714
0.346179578,0.011771895,0.54915577,0.744611988,0.23344424,0.797157412,0.23344424,0.574921112,0.348666612,0.62804346,0.489028114,0.542384781
0.588710515,0.246339402,0.117425078,0.921846845,0.445502735,0.380017031,0.445502735,0.770550279,0.568821524,0.399662742,0.68367479,0.176492039
0.433952199,0.832051121,0.738825347,0.084467233,0.973914216,0.210522584,0.973914216,0.249027561,0.468441332,0.439540074,0.529190725,0.709503958
0.921070085,0.924187879,0.847659301,0.585869595,0.3699158,0.095554998,0.3699158,0.686897412,0.821601166,0.177863239,0.477892698,0.724674521
0.74883675,0.038665421,0.885608232,0.367733531,0.959890867,0.832670545,0.959890867,0.375538797,0.385945819,0.870836641,0.663812199,0.887742726
0.435008822,0.375084832,0.508020488,0.058430122,0.210516058,0.162822355,0.210516058,0.162415134,0.301061816,0.177130466,0.13447309,0.443750232
0.814262664,0.961220642,0.266417735,0.476843624,0.068215933,0.003875918,0.068215933,0.600113032,0.764472244,0.023177922,0.272529778,0.220343373
0.674108046,0.048299998,0.844951297,0.87882902,0.351876074,0.970635705,0.351876074,0.723541521,0.516491521,0.785007816,0.615352547,0.808212215
0.940594786,0.318404363,0.740169273,0.302620982,0.648468286,0.93595556,0.648468286,0.400684559,0.531435996,0.849709378,0.475544634,0.750577803
0.374417397,0.624560317,0.357371337,0.421998172,0.789231621,0.295395194,0.789231621,0.445245378,0.476241652,0.443546122,0.605614896,0.394359751
0.824903747,0.818654197,0.226341962,0.217073763,0.488940343,0.654814476,0.488940343,0.398485326,0.640367409,0.605052236,0.353007053,0.295449052
0.373624479,0.579845766,0.21106948,0.630731799,0.50300293,0.400082004,0.50300293,0.584532796,0.522934126,0.430958282,0.566867364,0.259164077
0.790012412,0.955616432,0.071103853,0.331379778,0.898479232,0.960233993,0.898479232,0.493810171,0.710384029,0.941707565,0.614929505,0.242754405
0.040441893,0.397772405,0.540679671,0.684931969,0.560682557,0.240456775,0.560682557,0.545184523,0.358854595,0.336524509,0.622807263,0.51265767
0.781450968,0.143371432,0.758080227,0.455841825,0.572997349,0.751187894,0.572997349,0.457812637,0.460440387,0.697730731,0.514419587,0.738882706
0.411536994,0.860812929,0.108121305,0.53171663,0.062326062,0.578863529,0.062326062,0.563054129,0.604837462,0.423902289,0.297021346,0.150616003
0.844520457,0.325841726,0.278055612,0.922412568,0.351587072,0.502112096,0.351587072,0.821243125,0.686350534,0.456954589,0.63699982,0.307814406
0.94503196,0.053571868,0.811460669,0.308069415,0.144658486,0.793799271,0.144658486,0.365439164,0.441932164,0.599057036,0.22636395,0.743014311
0.021855624,0.600699396,0.254138338,0.17796125,0.850111377,0.382431264,0.850111377,0.217956128,0.271282632,0.522735298,0.514036314,0.326564934
0.176553148,0.248149882,0.330673324,0.255776907,0.587009404,0.165934765,0.587009404,0.242749289,0.225379132,0.292257157,0.421393155,0.339833076
0.710728199,0.654923928,0.077179559,0.709521546,0.705467975,0.53943168,0.705467975,0.701512901,0.690834708,0.589242568,0.70749476,0.186233613
0.965533788,0.733972586,0.274555066,0.299045279,0.324400087,0.38810493,0.324400087,0.464257651,0.684540815,0.368993477,0.311722683,0.290894555
0.857689997,0.006880179,0.809830634,0.001271539,0.75500698,0.886111788,0.75500698,0.130575604,0.302981023,0.846780346,0.37813926,0.811976384
0.053755843,0.62468983,0.439933288,0.008945284,0.848237499,0.332645885,0.848237499,0.10802855,0.240139571,0.487323369,0.428591392,0.470034968
0.228265032,0.835284157,0.206745535,0.380138121,0.915672118,0.767367473,0.915672118,0.425629063,0.486283653,0.811858866,0.64790512,0.333700387
0.001082943,0.494107403,0.906208506,0.290427322,0.680998411,0.349213794,0.680998411,0.277577677,0.260444818,0.448749179,0.485712867,0.827988025
0.280318048,0.359456779,0.443288318,0.633480981,0.79941311,0.003931704,0.79941311,0.539402911,0.413965484,0.242576126,0.716447046,0.434965136
0.962451651,0.006500034,0.102929068,0.771207173,0.568736604,0.567261096,0.568736604,0.685187774,0.570495242,0.567703748,0.669971888,0.195943024
0.644622438,0.820359735,0.425887502,0.231851081,0.455791623,0.118162619,0.455791623,0.382043083,0.582299085,0.21945132,0.343821352,0.398105425
0.558402395,0.394707284,0.601754073,0.235237377,0.613530341,0.232620425,0.613530341,0.307632616,0.404159601,0.3468934,0.424383859,0.566018335
0.011188493,0.668400955,0.889187656,0.883850804,0.618610634,0.258574544,0.618610634,0.72063398,0.503011548,0.366585371,0.751230719,0.799068642
0.745851717,0.886032934,0.607924239,0.393540342,0.159787428,0.304988042,0.159787428,0.520260937,0.689221731,0.261427858,0.276663885,0.532816938
0.962762081,0.534726846,0.424508595,0.679791507,0.238675811,0.265555437,0.238675811,0.700477394,0.728058577,0.257491549,0.459233659,0.390030001
0.207099444,0.267767077,0.453731206,0.901065222,0.280256467,0.003887085,0.280256467,0.701975633,0.436522849,0.086797899,0.590660844,0.39139932
0.125297317,0.208591366,0.997662962,0.470500433,0.627257444,0.182977116,0.627257444,0.379433606,0.258011169,0.316261214,0.548878939,0.879153826
0.180345025,0.393469183,0.248680723,0.610733298,0.523864662,0.906256161,0.523864662,0.51358544,0.384054962,0.791538711,0.56729898,0.341956661
0.312941612,0.110856886,0.155592704,0.427644967,0.80678237,0.862151559,0.80678237,0.362921251,0.276622964,0.845540802,0.617213668,0.291367556
0.203423751,0.952553386,0.268763214,0.179136181,0.634178611,0.418747905,0.634178611,0.298791898,0.458332852,0.483377117,0.406657396,0.320303223
0.190639611,0.81394756,0.166633165,0.25004935,0.924110367,0.440112186,0.924110367,0.325722621,0.426620315,0.58531164,0.587079859,0.269728787
0.055550683,0.80973297,0.764437236,0.663896152,0.943531211,0.213759024,0.943531211,0.594519855,0.502018124,0.43269068,0.803713682,0.727278813
0.153100272,0.908325753,0.59528597,0.962387323,0.277580622,0.620684051,0.277580622,0.83288503,0.660215306,0.517753022,0.619983972,0.566055243
0.097198252,0.093613786,0.356206694,0.986831386,0.219929993,0.039192492,0.219929993,0.719403776,0.362833629,0.093413742,0.603380689,0.310877603
0.035959207,0.425295912,0.714918786,0.431226274,0.201024415,0.874011076,0.201024415,0.37104666,0.290807174,0.672115078,0.316125345,0.679438578
0.493801227,0.482594719,0.572172784,0.456441165,0.038500411,0.52682647,0.038500411,0.465968207,0.478670931,0.380328653,0.247470788,0.514270916
0.315308596,0.141988868,0.414237273,0.339125639,0.056598918,0.152252817,0.056598918,0.305982567,0.261791804,0.123556647,0.197862279,0.352274992
0.521647823,0.914485779,0.483658335,0.216405643,0.607547475,0.392811511,0.607547475,0.366903991,0.567568454,0.4572323,0.411976559,0.486962567
0.228577267,0.017721196,0.837342689,0.789690379,0.471108416,0.248945263,0.471108416,0.589728035,0.323111576,0.315594209,0.630399398,0.741879519
0.022865064,0.035207255,0.913033196,0.254075335,0.574845094,0.681189033,0.574845094,0.186563582,0.096547912,0.649285851,0.414460214,0.856029969
0.179129143,0.024416187,0.223862188,0.152425674,0.415005964,0.694268668,0.415005964,0.137229771,0.116968568,0.610489857,0.283715819,0.290017214
0.250383874,0.087086176,0.575917903,0.612688273,0.483805096,0.163993135,0.483805096,0.479502298,0.301920999,0.259936723,0.548246684,0.525514146
0.905708112,0.509733242,0.843409478,0.777820771,0.932989206,0.048607012,0.932989206,0.756790743,0.728750705,0.31392167,0.855404988,0.772887204
0.28848058,0.550551395,0.021519313,0.489300591,0.206097534,0.652249009,0.206097534,0.46836521,0.440451368,0.518403566,0.347699062,0.103050104
0.047497319,0.724212318,0.946605315,0.897134122,0.329654615,0.975100215,0.329654615,0.743750331,0.53923861,0.781466535,0.613394369,0.887759735
0.359040671,0.98276962,0.938276616,0.758036912,0.961667454,0.770663062,0.961667454,0.731897382,0.697044675,0.82796438,0.859852183,0.923854345
0.836523783,0.429149945,0.983400871,0.121180274,0.718073748,0.586977541,0.718073748,0.274677251,0.479339887,0.626306403,0.419627011,0.917225826
0.130677137,0.783599081,0.76142312,0.627044706,0.643776544,0.757972509,0.643776544,0.576072727,0.508110088,0.72371372,0.635410625,0.749313401
0.830198275,0.884873346,0.759290929,0.27349174,0.843964774,0.416676477,0.843964774,0.448704961,0.68232259,0.544862966,0.558728257,0.733496869
0.219697949,0.827210924,0.686541527,0.045535946,0.115851132,0.008025255,0.115851132,0.188911493,0.380078889,0.040373018,0.080693539,0.561620861
0.132038751,0.518020494,0.10854905,0.478225739,0.874933293,0.70721483,0.874933293,0.432266904,0.370988457,0.757530369,0.676579516,0.245054052
0.76104998,0.788346234,0.009758914,0.496873003,0.31199991,0.898159485,0.31199991,0.580220534,0.691350576,0.722311612,0.404436456,0.12882307
0.180579622,0.292027604,0.965465536,0.529794226,0.966628665,0.240163221,0.966628665,0.441747042,0.324350797,0.458102854,0.748211445,0.893051618
0.147509772,0.538698742,0.2175844,0.814433003,0.077330562,0.944549904,0.077330562,0.673034379,0.484502881,0.684384102,0.445881783,0.276255567
0.705970141,0.102143919,0.573678124,0.324727705,0.177842637,0.225575373,0.177842637,0.348526503,0.380258233,0.211255552,0.251285171,0.4992843
